,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
1997,D. Le Tallec,Damien Vincent Denis Le Tallec,29,75,France,Montpellier HSC,28000,2022.0,423
1998,M. Gulde,Manuel Gulde,28,75,Germany,SC Freiburg,22000,2022.0,266
1999,T. Arslan,Tolgay Ali Arslan,28,75,Germany,Fenerbahçe SK,51000,2022.0,407
2000,O. Alonso,Osvaldo Alonso Moreno,33,75,Cuba,Minnesota United FC,8000,2022.0,423
2001,L. Sepe,Luigi Sepe,28,75,Italy,Parma,29000,2020.0,935
2002,Dídac Vilà,Dídac Vilá Rosselló,30,75,Spain,RCD Espanyol,23000,2020.0,988
2003,L. Júnior,Júnior Wakalibille Lago,28,75,Ivory Coast,RCD Mallorca,25000,2021.0,494
2004,M. Yoshida,吉田 麻也,30,75,Japan,Southampton,42000,2020.0,578
2005,L. Rodríguez,Luis Alfonso Rodríguez Alanís,28,75,Mexico,Tigres U.A.N.L.,55000,2020.0,40
2006,P. Lasne,Paul Lasne,30,75,France,Stade Brestois 29,18000,2020.0,812
2007,J. Aquino,Javier Ignacio Aquino Carmona,29,75,Mexico,Tigres U.A.N.L.,60000,2022.0,606
2008,E. Badu,Emmanuel Badu,28,75,Ghana,Hellas Verona,16000,2020.0,237
2009,A. Ioniță,Artur Ioniță,28,75,Moldova,Cagliari,30000,2021.0,273
2010,H. Badstuber,Holger Badstuber,30,75,Germany,VfB Stuttgart,24000,2021.0,932
2011,G. Charbonnier,Gaëtan Charbonnier,30,75,France,Stade Brestois 29,20000,2021.0,408
2012,E. Giaccherini,Emanuele Giaccherini,34,75,Italy,Chievo Verona,6000,2021.0,502
2013,M. Gonalons,Maxime Gonalons,30,75,France,Roma,32000,2021.0,388
2014,M. Braithwaite,Martin Braithwaite,28,75,Denmark,CD Leganés,30000,2023.0,366
2015,P. Bargfrede,Philipp Bargfrede,30,75,Germany,SV Werder Bremen,23000,2022.0,238
2016,M. Destro,Mattia Destro,28,75,Italy,Bologna,33000,2020.0,428
2017,H. Behrens,Hanno Behrens,29,75,Germany,1. FC Nürnberg,15000,2021.0,139
2018,X. Chavalerin,Xavier Chavalerin,28,75,France,Stade de Reims,25000,2021.0,515
2019,Fábio Espinho,Fábio Ricardo Gomes Fonseca,33,75,Portugal,Boavista FC,7000,2020.0,180
2020,A. Potuk,Alper Potuk,28,75,Turkey,Fenerbahçe SK,55000,2022.0,600
2021,Leonardo,Leonardo Rodrigues Pereira,32,75,Brazil,Tianjin Quanjian FC,21000,2022.0,242
2022,R. Gikiewicz,Rafał Gikiewicz,31,75,Poland,1. FC Union Berlin,26000,2020.0,131
2023,Y. Nagatomo,長友 佑都,32,75,Japan,Galatasaray SK,48000,2020.0,559
2024,Borja García,Borja García Freire,28,75,Spain,Girona FC,11000,2022.0,457
2025,C. Dawson,Craig Dawson,29,75,England,Watford,51000,2023.0,266
2026,Tiago Pinto,Tiago Miguel Baía Pinto,31,75,Portugal,MKE Ankaragücü,19000,2021.0,89
2027,M. Ninković,Miloš Ninković,34,75,Serbia,Sydney FC,10000,2020.0,704
2028,Javi López,Javier López Rodríguez,33,75,Spain,RCD Espanyol,23000,2020.0,428
2029,C. Austin,Charlie Austin,29,75,England,West Bromwich Albion,45000,2021.0,549
2030,J. Fuenzalida,José Pedro Fuenzalida,34,75,Chile,Universidad Católica,14000,2019.0,298
2031,J. Ayew,Jordan Ayew,27,75,Ghana,Crystal Palace,50000,2022.0,628
2032,Ximo Navarro,Joaquín Navarro Jiménez,29,75,Spain,Deportivo Alavés,21000,2021.0,25
2033,Caio,Caio Canedo Corrêa,28,75,Brazil,Al Ain FC,1000,2022.0,72
2034,F. Jara,Franco Daniel Jara,30,75,Argentina,Pachuca,23000,2023.0,498
2035,M. Waris,Abdul Majeed Waris,27,75,Ghana,FC Porto,13000,2022.0,313
2036,O. Murillo,Oscar Fabián Murillo Murillo,31,75,Colombia,Pachuca,19000,2023.0,320
2037,D. Drexler,Dominick Drexler,29,75,Germany,1. FC Köln,26000,2022.0,457
2038,N. Mendy,Nampalys Mendy,27,75,France,Leicester City,57000,2020.0,667
2039,D. D'Ambrosio,Danilo D'Ambrosio,30,75,Italy,Inter,45000,2021.0,939
2040,M. Lowton,Matthew Lowton,30,75,England,Burnley,29000,2021.0,148
2041,D. Royer,Daniel Royer,29,75,Austria,New York Red Bulls,9000,2020.0,59
2042,E. Çolak,Emre Çolak,28,75,Turkey,Al Wehda,25000,2021.0,972
2043,N. Blandi,Nicolás Blandi,29,75,Argentina,San Lorenzo de Almagro,22000,2020.0,85
2044,Guilherme,Guilherme Costa Marques,28,75,Brazil,Yeni Malatyaspor,15000,2021.0,446
2045,L. Rupp,Lukas Rupp,28,75,Germany,TSG 1899 Hoffenheim,32000,2020.0,704
2046,J. Hendrick,Jeff Hendrick,27,75,Republic of Ireland,Burnley,32000,2020.0,273
2047,N. Chadli,Nacer Chadli,29,75,Belgium,RSC Anderlecht,22000,2020.0,626
2048,Y. Konoplyanka,Yevhen Konoplyanka,29,75,Ukraine,FC Schalke 04,29000,2020.0,19
2049,L. Teodorczyk,Łukasz Teodorczyk,28,75,Poland,Udinese,19000,2022.0,202
2050,F. Santander,Federico Javier Santander Mereles,28,75,Paraguay,Bologna,33000,2022.0,202
2051,V. Eysseric,Valentin Eysseric,27,75,France,Fiorentina,47000,2021.0,642
2052,Recio,José Luis García del Pozo,28,75,Spain,CD Leganés,28000,2022.0,587
2053,J. Schmid,Jonathan Schmid,29,75,France,SC Freiburg,22000,2023.0,614
2054,J. Kurtić,Jasmin Kurtić,30,75,Slovenia,SPAL,15000,2022.0,235
2055,D. Nagbe,Darlington Nagbe,28,75,United States,Atlanta United,9000,2019.0,405
2056,T. Chandler,Timothy Chandler,29,75,United States,Eintracht Frankfurt,29000,2020.0,350
2057,A. Diaby,Abdoulay Diaby,28,75,Mali,Sporting CP,14000,2023.0,449
2058,Fabrício,Fabrício dos Santos Messias,29,75,Brazil,Urawa Red Diamonds,15000,2019.0,202
2059,F. Castillo,Fabián Castillo,27,75,Colombia,Querétaro,12000,2023.0,287
2060,D. Chará,Diego Ferney Chará Zamora,33,75,Colombia,Portland Timbers,8000,2019.0,858
2061,V. Germain,Valère Germain,29,75,France,Olympique de Marseille,35000,2021.0,642
2062,A. Donnarumma,Alfredo Donnarumma,28,75,Italy,Brescia,16000,2022.0,937
2063,F. Gutiérrez,Felipe Alejandro Gutiérrez Leiva,28,75,Chile,Sporting Kansas City,9000,2020.0,796
2064,Eric Botteghin,Eric Fernando Botteghin,31,75,Brazil,Feyenoord,13000,2020.0,360
2065,A. Katai,Aleksandar Katai,28,75,Serbia,Chicago Fire,9000,2019.0,462
2066,H. Soudani,Hillel El Arbi Soudani,31,75,Algeria,Olympiacos CFP,1000,2021.0,250
2067,F. Novák,Filip Novák,29,75,Czech Republic,Trabzonspor,27000,2020.0,89
2068,Luís Hernández,Luís Hernández Rodríguez,30,75,Spain,Málaga CF,10000,2021.0,268
2069,L. Aued,Luciano Aued,32,75,Argentina,Universidad Católica,13000,2019.0,790
2070,Lucas Lima,Lucas Pedro Alves de Lima,27,75,Brazil,FC Nantes,22000,2022.0,400
2071,L. Fernández,Leandro Fernández,28,75,Argentina,Vélez Sarsfield,17000,2019.0,72
2072,Óscar Plano,Óscar Plano Pedreño,28,75,Spain,Real Valladolid CF,20000,2021.0,983
2073,J. Vázquez,José Juan Vázquez Gómez,31,75,Mexico,Santos Laguna,19000,2023.0,708
2074,J. Fernandes,Júnior Fernandes,30,75,Chile,Alanyaspor,15000,2020.0,670
2075,D. Machís,Darwin Machís,26,75,Venezuela,Granada CF,20000,2021.0,298
2076,L. Zuffi,Luca Zuffi,29,75,Switzerland,FC Basel 1893,26000,2021.0,690
2077,M. Schnatterer,Marc Schnatterer,33,75,Germany,1. FC Heidenheim 1846,15000,2021.0,384
2078,R. Berić,Robert Berić,28,75,Slovenia,AS Saint-Étienne,32000,2022.0,706
2079,A. Solari,Augusto Jorge Mateo Solari,27,75,Argentina,Racing Club,20000,2021.0,287
2080,A. Hurtado,Avilés Hurtado,32,75,Colombia,Monterrey,40000,2024.0,72
2081,L. Vangioni,Leonel Vangioni,32,75,Argentina,Monterrey,34000,2020.0,89
2082,S. Palacios,Sebastián Palacios,27,75,Argentina,Independiente,20000,2022.0,341
2083,Hernâni,Hernâni Jorge Santos Fortes,27,75,Portugal,Levante UD,22000,2022.0,850
2084,D. Torres,Daniel Alejandro Torres Rojas,29,75,Colombia,Deportivo Alavés,21000,2020.0,587
2085,L. Quiñones,Luis Enrique Quiñónes,28,75,Colombia,Tigres U.A.N.L.,60000,2024.0,446
2086,Postigo,Sergio Postigo Redondo,30,75,Spain,Levante UD,20000,2021.0,439
2087,E. Mas,Emmanuel Mas,30,75,Argentina,Boca Juniors,20000,2021.0,89
2088,B. Bianchi,Bruno Bianchi,30,75,Argentina,Atlético Tucumán,13000,2020.0,439
2089,J. Furch,Julio Furch,29,75,Argentina,Santos Laguna,23000,2020.0,706
2090,J. Buffarini,Julio Buffarini,30,75,Argentina,Boca Juniors,20000,2021.0,210
2091,G. Carrillo,Guido Carrillo,28,75,Argentina,Southampton,52000,2021.0,706
2092,Y. Gazinskiy,Yuriy Gazinskiy,29,75,Russia,Russia,0,,423
2093,Y. Lodygin,Yuriy Lodygin,29,75,Russia,Gazişehir Gaziantep F.K.,12000,2021.0,744
2094,A. Ademi,Arijan Ademi,28,75,FYR Macedonia,Dinamo Zagreb,1000,2023.0,139
2095,Zainadine,Zainadine Chavango Júnior,31,75,Mozambique,Clube Sport Marítimo,10000,2020.0,25
2096,K. Billiat,Khama Billiat,28,75,Zimbabwe,Kaizer Chiefs,1000,2021.0,298
2097,O. Şahiner,Ömer Ali Şahiner,27,75,Turkey,Atiker Konyaspor,18000,2022.0,70
2098,Granell,Àlex Granell Nogué,30,75,Spain,Girona FC,11000,2022.0,533
2099,André Simões,André Luís Gomes Simões,29,75,Portugal,AEK Athens,1000,2023.0,621
2100,G. Giménez,Gastón Giménez,27,75,Argentina,Vélez Sarsfield,15000,2021.0,790
2101,Simão Donatinho,Simão Alvin Donatinho Garcia,35,75,Brazil,Cruzeiro,13000,2022.0,429
2102,Silas Almeim,Silas Enaldo Barros de Almeida,27,75,Brazil,Goiás,13000,2022.0,819
2103,Caio Nunson,Caio Rodrigo Nunes Anjos,31,75,Brazil,Goiás,13000,2019.0,982
2104,Otávio Cairinho,Otávio Alberto Cairinho Monteiro,27,75,Brazil,Internacional,23000,2022.0,566
2105,Jorginhson,Jorgino Silas Ruiz Prestes,27,75,Brazil,Goiás,13000,2022.0,690
2106,Dani Rochelinhas,Danilo Manuel Aldair Rochela,27,75,Brazil,Chapecoense,17000,2022.0,630
2107,Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,35,75,Brazil,Fluminense,13000,2022.0,905
2108,Lafortiscinho,Erick Sebastião Laforte Medeiros,27,75,Brazil,Botafogo,20000,2022.0,89
2109,Kaimo Lima,Kauê Enaldo Lima Rodrigues,35,75,Brazil,Fluminense,17000,2022.0,412
2110,Fabrio Farinha,Fabrio Sandro Farinha Donatelo,27,75,Brazil,Atlético Mineiro,31000,2022.0,630
2111,Gabrisco Aníbal,Gabriel Jairo Aníbal Rangel,27,75,Brazil,Fortaleza,13000,2022.0,773
2112,Allan Bardinho,Allan Norberto Bardini Paneira,27,75,Brazil,Botafogo,22000,2022.0,883
2113,José Mirazar,José Emerson Mirazar Coelho,35,75,Brazil,Grêmio,22000,2022.0,900
2114,Ailton Guevara,Ailton Sérgio Guevara Muscato,27,75,Brazil,CSA - AL,14000,2022.0,502
2115,Adilson Edrada,Adilson Patrick Edrada Pereira,27,75,Brazil,Santos,33000,2022.0,393
2116,Nicholas Aldair,Nicholas Júlio Aldair Leal,27,75,Brazil,Fluminense,29000,2022.0,68
2117,F. Niță,Florin Constantin Niţă,31,75,Romania,Sparta Praha,1000,2021.0,30
2118,L. Tawamba,Léandre Tawamba,29,75,Cameroon,Al Taawoun,27000,2020.0,211
2119,P. Dárenas,Pablo Nicolás Dárenas,35,75,Uruguay,Uruguay,0,,905
2120,P. Vaquizo,Pedro Vaquizo,33,75,Ecuador,Ecuador,0,,121
2121,D. Szoboszlai,Dominik Szoboszlai,18,74,Hungary,FC Red Bull Salzburg,11000,2022.0,668
2122,N. Zaniolo,Nicolò Zaniolo,19,74,Italy,Roma,18000,2024.0,114
2123,C. Hudson-Odoi,Callum Hudson-Odoi,18,74,England,Chelsea,31000,2020.0,117
2124,J. David,Jonathan David,19,74,Canada,KAA Gent,12000,2022.0,548
2125,G. Chakvetadze,Giorgi Chakvetadze,19,74,Georgia,KAA Gent,11000,2022.0,435
2126,I. Hagi,Ianis Hagi,20,74,Romania,KRC Genk,11000,2024.0,596
2127,Aleix García,Aleix García Serrano,22,74,Spain,Manchester City,70000,2020.0,704
2128,N. Benedetti,Nicolás Benedetti Roa,22,74,Colombia,Club América,37000,2022.0,405
2129,D. Sow,Djibril Sow,22,74,Switzerland,Eintracht Frankfurt,24000,2024.0,407
2130,V. Osimhen,Victor James Osimhen,20,74,Nigeria,LOSC Lille,25000,2024.0,929
2131,H. Wolf,Hannes Wolf,20,74,Austria,RB Leipzig,28000,2022.0,972
2132,J. Foyth,Juan Marcos Foyth,21,74,Argentina,Tottenham Hotspur,40000,2022.0,939
2133,M. Demiral,Merih Demiral,21,74,Turkey,Juventus,45000,2024.0,566
2134,O. Kabak,Ozan Muhammed Kabak,19,74,Turkey,FC Schalke 04,12000,2024.0,876
2135,Matheus Cunha,Matheus Santos Carneiro Da Cunha,20,74,Brazil,RB Leipzig,32000,2023.0,366
2136,Z. Vanheusden,Zinho Vanheusden,19,74,Belgium,Standard de Liège,7000,2023.0,241
2137,M. Diaby,Moussa Diaby,19,74,France,Bayer 04 Leverkusen,25000,2024.0,446
2138,D. McNeil,Dwight McNeil,19,74,England,Burnley,17000,2023.0,465
2139,I. Bennacer,Ismaël Bennacer,21,74,Algeria,Milan,23000,2024.0,796
2140,J. Reine-Adélaïde,Jeff Reine-Adélaïde,21,74,France,Olympique Lyonnais,36000,2024.0,608
2141,R. Doan,堂安 律,21,74,Japan,FC Groningen,8000,2021.0,972
2142,O. Edouard,Odsonne Edouard,21,74,France,Celtic,35000,2022.0,97
2143,L. Robertone,Lucas Robertone,22,74,Argentina,Vélez Sarsfield,12000,2021.0,54
2144,E. Barco,Ezequiel Barco,20,74,Argentina,Atlanta United,6000,2020.0,880
2145,Douglas Luiz,Douglas Luiz Soares de Paulo,21,74,Brazil,Aston Villa,33000,2023.0,718
2146,Rodrigo Becão,Rodrigo Nascimento França,23,74,Brazil,Udinese,12000,2024.0,312
2147,Adrià Pedrosa,Adrià Giner Pedrosa,21,74,Spain,RCD Espanyol,15000,2023.0,636
2148,A. Král,Alex Král,21,74,Czech Republic,SK Slavia Praha,1000,2023.0,565
2149,E. Cecchini,Emanuel Cecchini,22,74,Argentina,Seattle Sounders FC,6000,2020.0,832
2150,J. Barrera,Jarlan Barrera,23,74,Colombia,Atlético Nacional,5000,2022.0,446
2151,P. Diop,Pape Cheikh Diop Gueye,21,74,Spain,RC Celta,15000,2020.0,396
2152,H. Choudhury,Hamza Choudhury,21,74,England,Leicester City,38000,2022.0,971
2153,João Carvalho,João António Antunes Carvalho,22,74,Portugal,Nottingham Forest,32000,2023.0,689
2154,A. Ömür,Abdülkadir Ömür,20,74,Turkey,Trabzonspor,19000,2022.0,446
2155,A. Isak,Alexander Isak,19,74,Sweden,Real Sociedad,15000,2024.0,596
2156,O. Mangala,Orel Mangala,21,74,Belgium,VfB Stuttgart,18000,2021.0,407
2157,E. Reynoso,Emanuel Reynoso,23,74,Argentina,Boca Juniors,17000,2022.0,684
2158,R. Alvarado,Roberto Alvarado,20,74,Mexico,Cruz Azul,17000,2022.0,286
2159,M. Djenepo,Moussa Djenepo,21,74,Mali,Southampton,32000,2023.0,287
2160,L. Mothiba,Lebo Mothiba,23,74,South Africa,RC Strasbourg Alsace,23000,2023.0,785
2161,Bruno Xadas,Bruno Alexandre Vieira Almeida,21,74,Portugal,SC Braga,10000,2022.0,846
2162,M. Olivera,Mathías Olivera Miramontes,21,74,Uruguay,Getafe CF,13000,2023.0,481
2163,V. Shepelev,Volodymyr Shepelev,22,74,Ukraine,Dynamo Kyiv,1000,2020.0,159
2164,M. Loum,Mamadou Loum,22,74,Senegal,FC Porto,9000,2022.0,233
2165,Iago,Iago Amaral Borduchi,22,74,Brazil,FC Augsburg,17000,2024.0,89
2166,Róber,Roberto Suárez Pier,24,74,Spain,Deportivo de La Coruña,7000,2020.0,159
2167,Adama Traoré,Adama Traoré Diarra,23,74,Spain,Wolverhampton Wanderers,56000,2023.0,59
2168,P. Billing,Philip Billing,23,74,Denmark,Bournemouth,43000,2023.0,141
2169,Pablo Maffeo,Pablo Maffeo Becerra,21,74,Spain,Girona FC,6000,2020.0,6
2170,P. Roberts,Patrick Roberts,22,74,England,Norwich City,34000,2020.0,29
2171,A. Ajeti,Albian Ajeti,22,74,Switzerland,West Ham United,56000,2023.0,929
2172,K. Ajer,Kristoffer Vassbakk Ajer,21,74,Norway,Celtic,28000,2022.0,519
2173,O. Pineda,Orbelín Pineda Alvarado,23,74,Mexico,Cruz Azul,19000,2019.0,115
2174,A. Rossi,Agustín Daniel Rossi,23,74,Argentina,Club Atlético Lanús,10000,2024.0,376
2175,V. Kovalenko,Viktor Kovalenko,23,74,Ukraine,Shakhtar Donetsk,1000,2020.0,407
2176,Lato,Antonio Latorre Grueso,21,74,Spain,PSV,10000,2020.0,89
2177,C. Söyüncü,Çağlar Söyüncü,23,74,Turkey,Leicester City,46000,2023.0,578
2178,Joaquín,Joaquín Fernández Moreno,23,74,Spain,Real Valladolid CF,14000,2023.0,738
2179,J. Bijlow,Justin Bijlow,21,74,Netherlands,Feyenoord,6000,2023.0,30
2180,S. Villa,Sebastián Villa,23,74,Colombia,Boca Juniors,17000,2023.0,341
2181,Aleix Febas,Aleix Febas Pérez,23,74,Spain,RCD Mallorca,19000,2023.0,405
2182,S. Lammers,Sam Lammers,22,74,Netherlands,PSV,15000,2021.0,551
2183,S. Cáseres,Santiago Cáseres,22,74,Argentina,Villarreal CF,20000,2023.0,690
2184,M. Pongračić,Marin Pongračić,21,74,Croatia,FC Red Bull Salzburg,20000,2022.0,410
2185,Francis,Francisco Javier Guerrero Martín,23,74,Spain,Real Betis,17000,2023.0,6
2186,C. Musonda,Charly Musonda Junior,22,74,Belgium,Vitesse,15000,2020.0,431
2187,Lucas Torró,Lucas Torró Marset,24,74,Spain,Eintracht Frankfurt,22000,2023.0,738
2188,L. Giannetti,Lautaro Giannetti,25,74,Argentina,Vélez Sarsfield,12000,2020.0,83
2189,Marlon,Marlon da Silva Barbosa,23,74,Brazil,Sassuolo,32000,2020.0,939
2190,Pozo,José Ángel Pozo la Rosa,23,74,Spain,Rayo Vallecano,7000,2023.0,167
2191,O. McBurnie,Oliver McBurnie,23,74,Scotland,Sheffield United,29000,2023.0,63
2192,A. Cubas,Adrián Andrés Cubas,23,74,Argentina,Club Atlético Talleres,13000,2021.0,667
2193,C. Adams,Che Adams,22,74,England,Southampton,41000,2024.0,72
2194,E. Buendía,Emiliano Buendía,22,74,Argentina,Norwich City,34000,2024.0,237
2195,P. Cissé,Pape Abou Cissé,23,74,Senegal,Olympiacos CFP,1000,2022.0,610
2196,T. Cardona,Tomás Cardona,23,74,Argentina,Godoy Cruz,9000,2022.0,165
2197,M. Degenek,Miloš Degenek,25,74,Australia,Australia,0,,874
2198,L. Rodríguez,Lucas Rodríguez,22,74,Argentina,DC United,7000,2019.0,880
2199,C. Bassogog,Christian Bassogog,23,74,Cameroon,Henan Jianye FC,13000,2020.0,449
2200,Ontiveros,Javier Ontiveros Parra,21,74,Spain,Málaga CF,7000,2020.0,520
2201,C. Awaziem,Chidozie Collins Awaziem,22,74,Nigeria,CD Leganés,19000,2020.0,876
2202,Pedro Rebocho,Pedro Miguel Braga Rebocho,24,74,Portugal,Beşiktaş JK,38000,2020.0,990
2203,S. Lukić,Saša Lukić,22,74,Serbia,Torino,27000,2023.0,396
2204,E. Löwen,Eduard Löwen,22,74,Germany,Hertha BSC,20000,2024.0,113
2205,J. Stephens,Jack Stephens,25,74,England,Southampton,37000,2022.0,241
2206,B. Petković,Bruno Petković,24,74,Croatia,Dinamo Zagreb,1000,2023.0,85
2207,A. Browne,Alan Browne,24,74,Republic of Ireland,Preston North End,22000,2021.0,454
2208,V. Cantillo,Víctor Danilo Cantillo Jiménez,25,74,Colombia,Junior FC,4000,2021.0,718
2209,S. Benrahma,Saïd Benrahma,23,74,Algeria,Brentford,35000,2022.0,520
2210,O. Watkins,Ollie Watkins,23,74,England,Brentford,35000,2021.0,937
2211,Unai López,Unai López Cabrera,23,74,Spain,Athletic Club de Bilbao,17000,2022.0,237
2212,Walace,Walace Souza Silva,24,74,Brazil,Udinese,12000,2024.0,113
2213,Pedro Nuno,Pedro Nuno Fernandes Ferreira,24,74,Portugal,Moreirense FC,11000,2021.0,167
2214,H. Diallo,Habib Diallo,24,74,Senegal,FC Metz,16000,2022.0,777
2215,K. Adams Nuhu,Kasim Adams Nuhu,24,74,Ghana,Fortuna Düsseldorf,20000,2020.0,707
2216,K. Walker-Peters,Kyle Walker-Peters,22,74,England,Tottenham Hotspur,49000,2023.0,559
2217,Francisco Geraldes,Francisco Geraldes,24,74,Portugal,AEK Athens,1000,2021.0,689
2218,B. Heynen,Bryan Heynen,22,74,Belgium,KRC Genk,13000,2023.0,741
2219,J. Aidoo,Joseph Aidoo,23,74,Ghana,RC Celta,16000,2024.0,694
2220,Waldo,Waldo Rubio Martin,23,74,Spain,Real Valladolid CF,15000,2022.0,670
2221,Pol Lirola,Pol Mikel Lirola Kosok,21,74,Spain,Fiorentina,26000,2020.0,70
2222,C. Goldson,Connor Goldson,26,74,England,Rangers FC,39000,2022.0,372
2223,F. Quignon,Facundo Tomás Quignón,26,74,Argentina,Club Atlético Lanús,15000,2021.0,790
2224,V. Verre,Valerio Verre,25,74,Italy,Hellas Verona,15000,2020.0,407
2225,K. Olsson,Kristoffer Olsson,24,74,Sweden,Sweden,0,,608
2226,D. Kourmpelis,Dimitrios Kourmpelis,25,74,Greece,Panathinaikos FC,1000,2020.0,941
2227,Kévin Rodrigues,Kévin Manuel Rodrigues,25,74,Portugal,Real Sociedad,20000,2022.0,219
2228,I. Kutepov,Ilya Kutepov,25,74,Russia,Spartak Moscow,1000,2021.0,17
2229,R. Durmisi,Riza Durmisi,25,74,Denmark,Lazio,32000,2023.0,328
2230,J. O'Connell,Jack O'Connell,25,74,England,Sheffield United,26000,2023.0,382
2231,I. Lichnovsky,Igor Lichnovsky Osorio,25,74,Chile,Cruz Azul,19000,2024.0,268
2232,L. Romero,Lucas Romero,25,74,Argentina,Independiente,16000,2022.0,718
2233,J. Silva,Jonathan Silva,25,74,Argentina,CD Leganés,22000,2023.0,988
2234,A. El Ghazi,Anwar El Ghazi,24,74,Netherlands,Aston Villa,43000,2023.0,366
2235,G. Nkoudou,Georges-Kévin Nkoudou,24,74,France,Tottenham Hotspur,54000,2021.0,870
2236,R. Martínez,Roger Martínez,25,74,Colombia,Club América,44000,2023.0,596
2237,B. Zungu,Bongani Zungu,26,74,South Africa,Amiens SC,16000,2021.0,917
2238,J. Alonso,Junior Alonso,26,74,Paraguay,Boca Juniors,18000,2020.0,767
2239,A. Barreca,Antonio Barreca,24,74,Italy,Genoa,12000,2020.0,89
2240,V. Vada,Valentín Vada,23,74,Argentina,FC Girondins de Bordeaux,23000,2020.0,638
2241,R. Tapia,Renato Tapia,23,74,Peru,Feyenoord,10000,2020.0,849
2242,A. Masina,Adam Masina,25,74,Italy,Watford,43000,2023.0,141
2243,Caju,Wanderson de Jesus Martins,23,74,Brazil,SC Braga,10000,2023.0,89
2244,H. Preciado,Harold Fabián Preciado Villarreal,25,74,Colombia,Shenzhen FC,15000,2019.0,374
2245,J. St. Juste,Jeremiah St. Juste,22,74,Netherlands,1. FSV Mainz 05,18000,2023.0,210
2246,A. Touré,Almamy Touré,23,74,Mali,Eintracht Frankfurt,22000,2023.0,629
2247,William,William de Asevedo Furtado,24,74,Brazil,VfL Wolfsburg,28000,2022.0,335
2248,Gil Dias,Gil Bastião Dias,22,74,Portugal,AS Monaco,27000,2022.0,837
2249,R. Krunić,Rade Krunić,25,74,Bosnia Herzegovina,Milan,29000,2024.0,484
2250,P. Ševčík,Petr Ševčík,25,74,Czech Republic,SK Slavia Praha,1000,2022.0,623
2251,B. Gibson,Ben Gibson,26,74,England,Burnley,27000,2022.0,320
2252,Vadillo,Álvaro Vadillo Cifuentes,24,74,Spain,Granada CF,16000,2020.0,435
2253,P. Gouano,Prince-Désir Gouano,25,74,France,Amiens SC,15000,2021.0,372
2254,S. Prcić,Sanjin Prcić,25,74,Bosnia Herzegovina,Levante UD,20000,2021.0,849
2255,A. Webster,Adam Webster,24,74,England,Brighton & Hove Albion,30000,2023.0,876
2256,E. Krafth,Emil Krafth,24,74,Sweden,Newcastle United,26000,2023.0,720
2257,Dória,Matheus Dória Macedo,24,74,Brazil,Santos Laguna,15000,2023.0,377
2258,A. Baba,Abdul Rahman Baba,24,74,Ghana,Chelsea,56000,2020.0,89
2259,B. Verstraete,Birger Verstraete,25,74,Belgium,1. FC Köln,20000,2023.0,454
2260,Manquillo,Javier Manquillo Gaitán,25,74,Spain,Newcastle United,29000,2020.0,985
2261,B. Dack,Bradley Dack,25,74,England,Blackburn Rovers,20000,2021.0,600
2262,T. Mings,Tyrone Mings,26,74,England,Aston Villa,41000,2023.0,624
2263,J. Amavi,Jordan Amavi,25,74,France,Olympique de Marseille,25000,2021.0,534
2264,Bruno Varela,Bruno Miguel Semedo Varela,24,74,Portugal,Ajax,10000,2020.0,163
2265,F. Hadergjonaj,Florent Hadergjonaj,24,74,Kosovo,Huddersfield Town,23000,2020.0,420
2266,R. Thomas,Ryan Thomas,24,74,New Zealand,PSV,13000,2022.0,407
2267,J. Aholou,Jean-Eudes Aholou,25,74,Ivory Coast,AS Saint-Étienne,23000,2020.0,481
2268,A. Hack,Alexander Hack,25,74,Germany,1. FSV Mainz 05,20000,2022.0,767
