,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
4921,176,66,70,2,1,3,3,1,77.0,59.0,69.0,73.0,52.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,60,58,50,77,50,71,53,59,72,74,77,77,78,66,76,64,64,72,72,58,31,55,61,70,62,59,45,62,36,12,15,11,8,10
4922,165,62,70,1,0,5,4,1,91.0,66.0,58.0,77.0,24.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,40,67,63,63,54,78,53,45,60,71,92,91,86,62,91,71,67,63,70,60,32,18,63,68,66,62,22,21,16,15,10,14,13,5
4923,177,80,70,1,1,4,3,1,76.0,65.0,67.0,76.0,34.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,61,66,49,69,62,78,65,62,65,75,77,75,72,66,72,67,52,68,68,60,53,29,61,73,65,70,25,39,43,5,10,7,6,6
4924,174,73,70,3,1,3,2,4,64.0,41.0,58.0,60.0,70.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,68,38,66,70,39,53,58,33,58,68,61,66,62,74,69,46,56,59,55,41,59,73,45,35,38,54,68,71,70,8,6,10,10,15
4925,180,74,70,2,1,3,3,1,86.0,60.0,59.0,69.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,65,57,62,63,58,67,52,48,54,68,86,86,80,70,76,62,49,69,56,63,70,66,59,56,63,54,63,67,66,12,9,8,9,10
4926,170,66,70,2,0,2,3,4,73.0,57.0,68.0,71.0,66.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,67,54,49,70,59,67,58,70,68,70,76,71,80,71,89,67,63,87,83,50,65,73,66,69,64,74,68,69,54,14,6,10,14,13
4927,185,74,70,2,1,3,3,4,71.0,63.0,68.0,68.0,61.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,64,60,54,73,60,66,60,60,71,72,70,71,66,68,59,70,71,77,68,66,70,60,66,63,53,67,61,63,62,6,14,9,10,7
4928,179,65,70,1,1,3,4,5,92.0,57.0,61.0,73.0,31.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,68,60,33,62,48,73,62,60,47,70,92,92,85,64,73,65,57,69,46,44,35,25,68,61,53,62,37,33,20,16,12,18,13,12
4929,177,71,70,2,0,2,3,5,52.0,67.0,72.0,69.0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,71,62,52,73,62,67,77,76,72,71,51,53,68,64,76,74,66,77,66,75,65,61,63,71,60,70,61,61,60,10,14,8,16,15
4930,186,84,70,1,0,3,3,4,68.0,68.0,55.0,66.0,33.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,59,71,68,59,70,64,51,45,52,68,67,69,67,67,73,67,67,67,75,63,40,24,74,52,63,66,32,30,24,12,13,10,14,7
4931,182,74,70,2,1,4,3,4,60.0,54.0,61.0,66.0,68.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,45,48,66,72,46,64,45,51,71,68,57,63,65,65,68,71,78,76,74,49,69,67,55,56,57,71,66,72,66,8,12,8,10,12
4932,193,80,70,3,1,3,2,4,69.0,51.0,48.0,50.0,69.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,41,56,73,63,49,47,29,40,51,50,68,69,52,68,59,52,88,69,74,41,68,69,60,34,32,55,67,70,64,14,10,9,12,7
4933,163,55,70,2,1,3,3,4,85.0,59.0,72.0,77.0,43.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,67,51,42,77,54,74,69,62,74,77,84,86,85,69,89,68,47,69,55,66,52,53,60,70,68,64,40,39,48,8,10,13,7,7
4934,183,75,70,3,1,3,2,3,72.0,43.0,47.0,58.0,69.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,36,43,75,59,43,52,27,29,50,63,71,73,68,58,64,54,78,68,73,33,72,66,54,43,31,71,68,70,66,6,8,14,16,15
4935,186,78,70,3,1,3,2,4,65.0,28.0,61.0,54.0,69.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,74,25,64,62,29,48,25,73,65,66,56,72,45,63,54,38,81,80,79,27,75,66,29,49,25,59,70,71,66,11,7,9,9,14
4936,181,73,70,2,1,3,3,4,66.0,52.0,60.0,63.0,69.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,52,44,66,67,36,61,45,40,69,66,64,68,61,65,67,67,64,75,77,59,76,67,55,60,44,53,70,70,67,10,14,8,12,8
4937,189,81,70,3,1,3,2,4,68.0,36.0,50.0,57.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,47,27,63,62,30,58,32,23,54,53,65,71,59,67,48,54,69,65,72,40,68,69,30,38,40,60,72,71,71,12,9,7,11,8
4938,172,70,70,1,1,4,3,1,74.0,72.0,66.0,75.0,24.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,66,70,44,66,70,75,68,56,60,73,77,72,83,65,79,76,62,63,47,75,68,26,67,70,60,71,19,23,19,14,13,9,9,8
4939,189,79,70,2,1,3,2,0,64.0,59.0,65.0,65.0,69.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,62,58,84,70,51,64,51,48,68,65,63,65,66,72,68,65,82,92,73,58,78,70,72,64,49,70,65,71,62,13,14,10,7,13
4940,188,78,70,2,1,3,3,2,78.0,62.0,66.0,75.0,27.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,64,60,64,69,62,76,65,64,63,74,79,78,79,65,70,67,64,67,71,61,53,23,63,64,62,55,23,24,22,7,9,16,16,6
4941,175,75,70,1,1,3,3,1,72.0,67.0,63.0,73.0,51.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,67,68,51,64,56,73,54,55,53,69,74,70,78,67,84,70,52,56,65,68,75,56,69,71,55,62,45,55,50,7,8,15,15,15
4942,179,74,70,2,1,3,3,1,69.0,59.0,66.0,76.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,67,64,56,69,38,77,62,40,63,76,74,65,76,67,74,56,71,66,57,57,56,67,71,68,44,64,61,68,63,9,8,14,6,12
4943,188,82,70,1,1,3,2,2,65.0,70.0,49.0,61.0,29.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,31,72,78,58,55,60,42,38,54,63,61,68,62,66,61,75,88,68,89,63,85,14,70,53,74,67,21,30,29,8,15,15,15,10
4944,184,77,70,2,1,3,3,4,72.0,63.0,70.0,72.0,43.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,70,63,59,72,62,73,64,58,71,73,75,69,68,61,68,66,64,73,70,63,77,49,63,71,57,68,20,52,57,13,8,11,11,9
4945,198,82,70,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,67.0,70.0,35.0,72.0,18,17,18,20,11,18,19,12,21,25,34,36,31,58,22,50,58,43,69,16,23,19,13,50,32,50,13,14,11,69,69,67,72,70
4946,178,74,70,1,1,3,3,1,74.0,65.0,66.0,73.0,31.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,70,65,64,69,57,75,64,69,62,70,74,74,75,69,73,69,73,67,52,64,42,12,65,60,68,57,45,22,22,7,11,7,9,11
4947,178,74,70,2,1,3,2,7,65.0,53.0,66.0,66.0,67.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,54,42,58,74,57,60,47,55,72,74,68,63,66,67,68,70,69,65,62,59,72,68,55,66,53,68,67,67,69,15,8,15,10,11
4948,167,56,70,2,1,3,3,1,80.0,65.0,64.0,72.0,33.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,69,68,40,70,52,70,50,40,62,69,79,80,86,61,84,71,53,76,57,58,40,32,63,59,50,66,33,31,30,7,11,14,15,7
4949,175,70,70,2,1,4,4,4,80.0,70.0,63.0,72.0,40.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,64,68,67,66,62,71,58,47,62,69,81,80,84,67,76,82,40,65,62,68,40,29,67,63,67,67,56,27,28,13,15,9,14,13
4950,168,84,70,2,1,3,3,2,79.0,63.0,65.0,72.0,26.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66,60,55,70,57,73,58,46,59,70,80,79,78,63,71,66,66,74,65,67,59,16,64,65,59,52,32,18,23,15,8,10,7,6
4951,190,87,70,3,1,3,2,7,72.0,25.0,39.0,48.0,69.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,20,21,67,43,22,39,60,28,51,56,65,78,54,67,61,37,82,60,84,22,64,67,28,39,31,62,70,71,66,15,10,14,8,5
4952,173,68,70,2,1,2,3,1,91.0,44.0,56.0,68.0,64.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,61,42,55,60,29,67,53,45,46,65,90,92,84,63,77,51,80,86,65,45,64,68,48,53,44,65,62,65,69,9,10,6,7,13
4953,177,69,70,2,1,3,3,3,65.0,66.0,70.0,70.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,67,60,57,71,66,70,70,71,69,72,67,64,67,67,75,75,44,69,63,71,45,60,64,74,69,68,55,53,48,5,12,13,10,6
4954,178,71,70,3,0,2,3,1,77.0,48.0,62.0,67.0,67.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,69,42,62,63,44,67,56,40,65,65,75,79,70,67,73,68,61,76,56,38,66,67,61,56,47,60,67,68,68,14,5,13,9,12
4955,175,60,70,1,0,3,3,5,78.0,66.0,60.0,76.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63,68,62,64,65,76,43,38,58,73,79,77,88,66,77,68,51,64,50,62,33,20,69,62,59,57,20,17,14,9,12,7,12,7
4956,180,74,70,2,1,3,3,0,79.0,65.0,65.0,69.0,67.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,59,64,64,69,61,68,57,51,65,69,78,79,74,69,68,69,74,93,67,63,74,67,68,67,59,59,69,67,64,10,14,11,10,12
4957,185,87,70,3,1,3,2,4,67.0,28.0,51.0,54.0,68.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,35,21,67,62,20,50,22,28,59,59,64,70,51,59,57,50,61,66,87,23,71,65,24,54,31,61,65,71,71,15,14,8,13,10
4958,191,85,70,1,1,4,3,4,58.0,72.0,51.0,56.0,22.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,31,74,75,64,68,55,54,62,52,56,64,53,63,64,38,77,83,78,85,64,64,14,74,46,73,60,21,14,15,8,8,13,13,11
4959,172,64,70,1,1,5,3,0,91.0,55.0,64.0,68.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,70,58,47,64,41,68,69,57,68,68,92,90,69,64,78,58,73,82,43,51,56,60,53,57,48,59,69,65,62,7,8,14,12,10
4960,194,80,70,2,1,3,2,6,63.0,33.0,48.0,47.0,70.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,39,24,71,60,29,35,42,31,44,61,64,63,53,64,55,50,72,74,71,32,68,67,33,44,44,50,68,74,69,9,9,14,8,11
4961,176,70,70,2,1,4,3,4,76.0,66.0,68.0,72.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,66,63,62,69,68,71,68,63,67,70,74,77,78,69,75,70,45,74,64,70,61,71,64,69,67,67,64,71,67,10,8,6,9,11
4962,184,78,70,1,1,3,2,1,74.0,73.0,52.0,59.0,28.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,42,73,72,58,66,55,55,45,55,65,72,76,65,61,58,77,72,73,73,74,72,28,72,52,65,60,30,14,15,7,14,7,13,10
4963,180,67,70,3,0,3,2,0,72.0,40.0,60.0,63.0,71.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,61,40,64,65,32,58,60,40,59,64,74,70,75,66,76,43,83,69,59,38,75,67,49,57,43,59,72,73,74,14,14,13,10,6
4964,185,83,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,70.0,67.0,57.0,73.0,45.0,68.0,15,10,14,28,8,14,13,18,40,15,44,45,57,69,42,43,67,18,62,9,37,17,11,45,17,49,11,14,14,70,67,57,68,73
4965,190,85,70,3,1,3,2,4,33.0,39.0,50.0,43.0,67.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,26,36,76,69,18,31,41,37,57,59,30,35,56,59,32,56,74,57,90,37,74,66,33,42,32,61,67,67,61,7,15,10,7,9
4966,184,79,70,3,1,3,2,6,59.0,31.0,56.0,59.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,32,23,69,69,28,56,21,26,72,61,53,64,61,66,60,50,75,61,73,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
4967,187,72,70,0,0,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,74.0,71.0,51.0,70.0,19,14,16,21,10,18,30,18,22,23,49,52,54,63,62,56,72,43,54,17,20,19,12,62,29,56,20,13,16,70,68,74,70,71
4968,176,70,70,2,0,3,3,1,81.0,56.0,67.0,74.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,71,53,48,70,58,73,70,62,58,73,84,79,84,67,82,64,79,76,57,52,70,65,62,63,59,67,65,68,66,13,12,6,7,13
4969,196,93,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,73.0,66.0,66.0,74.0,49.0,67.0,16,13,12,22,12,20,13,12,18,18,48,49,30,60,32,50,60,25,70,19,18,22,15,54,23,55,18,14,11,73,66,66,67,74
4970,182,73,70,2,1,3,3,4,44.0,43.0,67.0,66.0,67.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,55,35,48,75,48,63,52,44,68,71,53,36,61,67,70,51,59,69,69,46,55,70,53,76,48,75,73,66,60,12,10,13,11,6
4971,192,92,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,69.0,68.0,65.0,73.0,32.0,66.0,11,10,12,22,9,10,11,13,16,20,25,38,34,67,38,49,66,35,77,12,27,14,11,48,18,26,20,13,11,69,68,65,66,73
4972,179,78,70,2,1,4,3,3,65.0,59.0,70.0,68.0,65.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,68,54,61,71,55,65,79,74,68,67,65,65,76,66,83,65,87,91,72,65,68,65,63,69,64,67,63,67,65,15,11,7,12,7
4973,189,88,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,73.0,62.0,67.0,75.0,43.0,66.0,11,10,10,24,18,15,12,12,22,15,45,42,30,68,56,50,56,33,64,14,20,29,12,58,12,26,14,12,14,73,62,67,66,75
4974,185,74,70,1,1,5,3,1,78.0,68.0,62.0,70.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60,73,73,65,59,71,58,66,57,70,77,79,75,67,58,60,62,66,68,68,33,18,65,62,69,60,45,21,17,13,13,13,15,8
4975,183,90,70,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,67.0,70.0,48.0,70.0,17,19,20,31,12,19,15,20,24,23,46,49,32,60,55,50,75,40,71,17,24,30,18,62,23,49,14,12,17,71,71,67,70,70
4976,183,75,70,3,0,3,2,4,62.0,32.0,63.0,61.0,69.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,64,22,69,65,27,59,41,61,67,64,61,63,59,65,68,49,75,53,68,37,71,70,22,62,52,66,68,70,71,7,6,7,7,6
4977,191,87,70,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,74.0,67.0,58.0,70.0,43.0,70.0,13,9,13,32,8,11,15,7,27,24,48,39,34,68,45,44,54,33,80,13,25,15,7,14,18,53,8,15,9,74,67,58,70,70
4978,192,84,70,3,0,3,2,4,47.0,31.0,49.0,43.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,34,22,63,64,28,33,32,25,56,58,52,42,43,59,44,46,60,63,85,31,72,69,47,44,45,57,67,75,70,15,15,12,14,11
4979,175,65,70,1,0,4,3,4,72.0,67.0,56.0,65.0,27.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,59,71,75,60,61,64,51,40,47,63,76,69,70,69,72,69,92,52,79,56,36,21,72,57,70,58,23,21,18,14,16,10,9,9
4980,180,72,70,1,1,4,3,3,89.0,54.0,59.0,76.0,43.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,64,53,34,62,49,79,53,41,45,70,94,85,86,63,81,63,68,76,69,50,76,48,60,67,42,61,52,38,32,13,8,13,9,9
4981,186,76,70,3,0,2,2,4,75.0,47.0,69.0,63.0,66.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,74,39,37,71,35,60,58,65,69,66,72,77,68,68,60,74,56,69,68,42,48,74,54,63,34,64,70,67,66,11,11,9,13,10
4982,164,52,70,2,0,4,3,4,67.0,63.0,69.0,74.0,37.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,65,61,40,71,58,73,63,67,67,71,68,67,90,60,93,68,30,63,56,66,44,54,67,72,52,58,31,35,20,13,12,16,11,7
4983,180,74,70,2,1,3,3,3,66.0,60.0,65.0,67.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,51,52,58,73,48,66,56,55,70,66,63,68,74,70,72,74,54,80,70,70,67,69,56,68,57,62,65,65,62,6,13,13,12,11
4984,184,77,70,1,1,5,3,4,78.0,61.0,69.0,72.0,30.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,75,60,27,68,53,73,56,57,72,70,79,77,78,66,70,63,78,75,63,60,47,37,68,67,59,68,35,23,22,7,13,10,6,15
4985,186,81,70,3,0,3,2,3,65.0,41.0,58.0,53.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,54,39,69,70,27,45,26,47,62,65,61,69,54,60,61,57,87,85,75,31,67,66,39,51,42,63,62,72,70,13,16,11,14,12
4986,177,73,70,1,1,3,3,4,75.0,65.0,68.0,72.0,58.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,61,69,39,71,59,74,67,55,68,70,77,74,74,66,72,58,78,70,73,65,62,61,71,71,53,69,65,58,49,9,15,14,9,9
4987,178,74,70,2,0,3,3,4,76.0,65.0,65.0,71.0,31.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,64,67,36,67,52,70,64,61,62,71,81,71,78,66,71,65,68,76,60,66,50,22,64,65,58,62,25,37,43,10,14,12,6,7
4988,173,64,70,2,0,3,3,0,78.0,47.0,64.0,66.0,66.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,68,47,42,64,30,63,62,55,60,65,79,78,82,64,80,46,79,87,35,49,80,67,65,66,39,69,70,70,68,8,10,15,12,6
4989,184,84,70,3,1,2,3,4,73.0,54.0,62.0,67.0,68.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,66,51,67,65,30,67,60,37,62,66,71,74,67,66,65,66,68,79,88,53,76,68,62,61,49,64,68,69,69,15,9,8,9,9
4990,181,79,70,1,1,2,3,1,74.0,70.0,54.0,67.0,31.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,40,71,62,60,73,66,58,49,52,67,75,74,73,67,69,74,66,71,76,65,77,36,72,58,61,68,32,19,18,11,8,10,13,7
4991,179,77,70,2,1,4,3,1,66.0,63.0,65.0,64.0,58.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,52,56,59,73,48,61,39,48,70,65,66,66,67,68,74,74,71,83,62,73,69,58,70,73,47,66,63,55,46,15,13,16,6,14
4992,182,78,70,2,1,3,3,3,65.0,54.0,64.0,66.0,68.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,54,52,68,73,45,63,49,33,69,72,67,64,69,57,67,67,56,69,75,50,75,66,57,64,51,67,66,71,73,11,11,8,11,7
4993,180,72,70,1,0,4,4,4,75.0,66.0,65.0,74.0,31.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,66,67,70,66,63,74,71,60,61,71,76,75,88,65,79,69,65,58,59,66,35,30,66,63,56,64,22,29,27,13,8,10,14,9
4994,176,70,70,2,0,3,3,1,85.0,59.0,64.0,73.0,66.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,67,57,54,64,60,74,75,65,65,72,86,85,74,66,83,68,73,66,50,55,63,70,64,59,50,66,63,71,68,7,10,8,7,11
4995,188,80,70,2,0,3,3,4,53.0,57.0,68.0,63.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,66,52,62,70,44,63,69,68,68,68,55,52,52,71,54,67,67,65,72,59,71,69,58,68,68,66,67,68,66,14,12,9,13,16
4996,186,77,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,67.0,70.0,64.0,74.0,47.0,64.0,20,17,13,26,19,17,17,19,27,19,48,46,36,70,57,48,56,17,57,15,16,18,12,35,24,55,17,18,17,67,70,64,64,74
4997,192,84,70,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,61.0,73.0,42.0,69.0,21,17,17,29,14,16,13,13,23,18,44,40,38,64,44,46,56,28,56,20,27,22,16,48,22,58,22,22,21,71,67,61,69,73
4998,181,74,70,2,1,4,3,4,77.0,57.0,70.0,72.0,62.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,64,52,59,75,50,69,60,57,70,71,75,79,84,69,82,67,67,76,62,61,66,61,59,71,55,66,64,63,62,10,15,7,6,9
4999,180,75,70,2,0,2,3,4,65.0,60.0,66.0,68.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,59,58,54,72,52,68,52,49,66,70,66,64,65,70,65,62,65,66,67,66,59,68,59,72,50,71,62,70,64,9,9,8,16,13
5000,178,71,70,3,1,3,2,4,66.0,36.0,47.0,54.0,71.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,41,30,73,61,37,46,23,41,59,62,65,66,60,54,68,52,70,66,61,32,76,66,22,27,51,65,70,75,72,13,15,9,16,8
5001,178,70,70,1,1,3,3,5,82.0,65.0,65.0,69.0,42.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,69,62,51,65,65,65,67,67,64,68,87,78,88,67,70,64,62,89,70,72,60,31,69,59,64,64,50,34,50,11,13,12,9,16
5002,188,89,70,3,1,4,2,6,36.0,24.0,46.0,35.0,69.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,32,19,75,54,24,32,52,47,44,37,34,37,32,64,32,36,79,67,93,17,69,70,28,48,35,63,65,71,70,15,13,14,7,15
5003,177,76,70,1,1,3,3,4,69.0,70.0,68.0,71.0,57.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,66,68,61,69,64,72,66,69,67,70,69,69,65,64,82,75,66,81,84,70,76,52,70,71,67,74,58,58,57,12,13,8,8,10
5004,175,69,70,2,1,3,2,3,65.0,58.0,69.0,65.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,67,52,56,71,66,61,65,63,70,66,68,62,75,68,78,62,70,90,54,67,70,72,63,70,48,66,64,68,66,11,12,12,8,14
5005,178,65,70,1,1,3,3,1,76.0,51.0,61.0,69.0,69.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,69,48,59,63,31,68,70,52,52,68,77,75,73,65,72,69,56,69,66,51,65,72,53,58,31,63,70,68,70,7,14,11,9,14
5006,174,70,70,2,1,3,3,4,68.0,61.0,65.0,69.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,58,60,65,70,58,68,65,68,65,71,67,69,66,69,73,63,56,87,66,65,62,74,66,63,49,58,68,70,68,16,14,13,9,15
5007,187,85,70,2,1,3,2,1,63.0,54.0,59.0,68.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50,51,68,67,30,68,32,70,71,70,60,65,67,65,61,69,81,62,73,57,70,69,43,51,41,68,70,69,67,10,6,7,15,13
5008,185,76,70,2,1,3,3,4,64.0,58.0,70.0,71.0,62.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,68,47,61,72,52,72,70,64,70,73,61,66,59,70,64,73,52,70,67,68,65,65,67,68,58,65,59,62,61,9,15,6,7,8
5009,186,84,70,2,1,3,2,3,59.0,59.0,65.0,59.0,66.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,63,55,64,67,33,56,58,67,71,66,57,60,54,54,70,72,72,82,90,70,90,65,42,58,47,59,66,66,65,8,6,6,15,6
5010,183,75,70,3,0,3,2,4,63.0,47.0,59.0,67.0,70.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,67,42,69,67,44,67,63,44,59,69,60,66,63,70,65,60,70,68,65,42,65,68,58,41,44,67,71,70,69,5,12,5,7,12
5011,196,85,70,2,1,3,2,3,35.0,42.0,60.0,46.0,69.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,44,40,57,73,18,38,24,32,66,62,33,37,31,72,29,49,34,67,81,47,63,69,43,67,31,75,72,72,59,13,9,11,8,12
5012,172,70,70,1,0,3,3,1,79.0,53.0,69.0,70.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,71,50,68,75,49,67,68,66,68,70,80,78,80,72,78,61,65,76,61,53,54,67,58,56,48,67,60,62,64,14,14,10,6,8
5013,175,70,70,1,0,2,3,3,80.0,49.0,65.0,70.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,65,38,59,67,32,70,60,54,63,69,82,79,75,64,75,70,75,75,63,52,71,66,64,67,59,59,66,72,68,15,7,8,8,6
5014,193,77,70,3,1,2,2,6,58.0,41.0,44.0,47.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,34,30,67,55,33,39,38,33,52,58,57,59,48,60,46,66,77,69,75,44,78,66,36,35,40,60,68,74,70,14,11,9,11,7
5015,185,76,70,3,1,3,2,4,70.0,39.0,52.0,59.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,53,31,68,58,28,57,35,30,53,58,69,71,65,66,69,52,70,72,70,45,70,69,47,51,39,68,74,72,68,14,12,6,14,13
5016,183,83,70,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,68.0,73.0,50.0,66.0,18,11,12,35,12,13,22,13,40,20,47,52,51,69,69,51,72,32,70,10,23,22,12,51,20,56,13,10,15,69,70,68,66,73
5017,177,75,70,2,0,2,3,4,77.0,49.0,67.0,70.0,59.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,76,41,50,67,42,69,68,67,66,70,76,78,73,68,76,63,63,82,55,46,56,60,70,56,58,60,61,59,60,8,7,8,6,13
5018,173,61,70,1,1,3,2,1,76.0,44.0,60.0,66.0,66.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,71,34,69,70,36,61,52,49,42,70,77,75,77,62,81,67,79,66,30,41,61,63,56,51,48,64,61,71,72,8,9,13,8,13
5019,180,74,70,3,0,3,3,1,75.0,52.0,59.0,70.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,69,55,56,66,50,71,67,32,43,68,76,75,68,74,71,49,72,67,70,46,64,67,67,55,40,53,69,69,67,6,8,13,15,7
5020,178,76,70,1,1,3,2,4,74.0,68.0,54.0,65.0,33.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,39,70,70,61,64,63,58,41,58,64,73,74,70,67,72,71,77,73,71,63,55,18,72,58,59,63,45,22,21,11,6,12,13,13
